source,target
Oniramleffe,LeoniceMariana1
sa_carlos,lazarorosa25
JAIRNUBIALIMA,joaovoltou
Anderso74644453,_Janoninho
sa_carlos,claudiofalatudo
THAISOL25319575,Suzano_info
sa_carlos,euailze
sa_carlos,cervejadgarrafa
Oniramleffe,DadsDaughter777
sa_carlos,marcosaraujjoo
Mariada61948561,AMaluan2022
Oniramleffe,DileniFeliz
sa_carlos,MarcelaSaraivas
DayKSantos1,JoaquinTeixeira
luisalv010474,MarcelaSaraivas
alexand38859437,Dan_SK
sa_carlos,joaodomenech
alessandro_kd,_Janoninho
luisalv010474,joaodomenech
Oniramleffe,LidiaConta
Oniramleffe,marcoaurelio969
Mauro46431491,consallys
Mauro46431491,claudiofalatudo
Oniramleffe,EMorengueira
Mauro46431491,daniduncan
JAIRNUBIALIMA,Karinegtoledo
ValentimIldeja5,Elainnefaria1
alexand38859437,Dan_SK
Mauro46431491,buarqueana13
bubuzinha,CarlosS48442375
Mauro46431491,joaodomenech
juracema_de,_Janoninho
Mauro46431491,nadiaprado7
elibarbosa1212,_Janoninho
IsisPatriota,joaovoltou
Mauro46431491,EdsonFilho74
AgapitoVilson,MarcelaSaraivas
Mauro46431491,marcosaraujjoo
AgapitoVilson,lazarorosa25
CARMO10813969,JoaquinTeixeira
madalena_izabel,Suzano_info
AgapitoVilson,cesarcalejon1
zebedeudascoves,queenvermelha13
Mauro46431491,CrisSilvaSJC
app_viana,anascherer83
AgapitoVilson,consallys
AgapitoVilson,euailze
Oniramleffe,Pittyprovesi
xandevolp,Kaiqueporto32
AgapitoVilson,claudiofalatudo
JAIRNUBIALIMA,goncalves273
miniondestro,CinthiaMagal
AgapitoVilson,DREEZ_171
JAIRNUBIALIMA,psy_fps
AgapitoVilson,cervejadgarrafa
viana_lapolli,JoaquinTeixeira
AgapitoVilson,joaodomenech
IsisPatriota,DruzianMonica
MagnoMaximo10,JoaquinTeixeira
AgapitoVilson,_Janoninho
AgapitoVilson,RonnyCombate
elibarbosa1212,cesarcalejon1
xandevolp,Luisoli21929060
Alexand94097183,Danicarlasou
luisalv010474,_Janoninho
AgapitoVilson,joaodomenech
AgapitoVilson,cassiooliveir_
AgapitoVilson,marcosaraujjoo
luisalv010474,joaodomenech
AmandaJ96739672,vanete_araujo
AgapitoVilson,CrisSilvaSJC
AgapitoVilson,joaodomenech
AgapitoVilson,OBrizolulista
robledorap,_Janoninho
MariaSouzza1315,lazarorosa25
AgapitoVilson,CornetaCritica
MariaSouzza1315,cesarcalejon1
MariaSouzza1315,DREEZ_171
AgapitoVilson,M_Cristian18
Luizcar20598106,_Janoninho
MariaSouzza1315,cassiooliveir_
AgapitoVilson,AngelJones_13
MariaSouzza1315,euailze
luisalv010474,CrisSilvaSJC
MariaSouzza1315,MarcelaSaraivas
Patrcia01777362,_Janoninho
AgapitoVilson,ElzaAugusta
MariaSouzza1315,cervejadgarrafa
MariaSouzza1315,joaodomenech
Xulalazct,JoaquinTeixeira
baboes69,UdaJuris2022
AgapitoVilson,joaodomenech
SoyAlineBatista,lazarorosa25
JAIRNUBIALIMA,Pittyprovesi
RodrigoDiogode2,Wallcostajf
robledorap,_Janoninho
AgapitoVilson,CornetaCritica
SEMPREGALO5,JoaquinTeixeira
AgapitoVilson,CrisSilvaSJC
AgapitoVilson,joaodomenech
AgapitoVilson,OBrizolulista
zebedeudascoves,EdsonFilho74
AgapitoVilson,_Janoninho
baboes69,CinthiaMagal
AmandaJ96739672,um_forte
SoyAlineBatista,MarcelaSaraivas
gleyseviana_,_Janoninho
ReginaLucia,Lindasod
comradechoice,lazarorosa25
SoyAlineBatista,cervejadgarrafa
AgapitoVilson,JosDonizettiVi3
alessandro_kd,lazarorosa25
AmandaJ96739672,DCDM115
alessandro_kd,DREEZ_171
comradechoice,claudiofalatudo
zebedeudascoves,RonnyCombate
SEMPREGALO5,UdaJuris2022
comradechoice,euailze
alessandro_kd,daniduncan
ElianeZandonadi,_Janoninho
LuizJeffersonD7,CinthiaMagal
alessandro_kd,MarcelaSaraivas
comradechoice,DREEZ_171
Juliana24319614,Fiuzafirmao2
OpiniaoDireita,lira9344529
AmandaJ96739672,AlvesContabeis
LuizJeffersonD7,John_N4varro
comradechoice,cervejadgarrafa
newswordbrazil,Danicarlasou
simonebaldo1,JoaquinTeixeira
baboes69,aro_marcia
SoyAlineBatista,nadiaprado7
madalena_izabel,BrunoCalixto22
alessandro_kd,euailze
comradechoice,buarqueana13
13Danreis,OliverNoronha
alessandro_kd,cervejadgarrafa
Laine35214984,MauricioCostaRS
simonebaldo1,Danicarlasou
LuizJeffersonD7,Wallcostajf
p_paula11,Danicarlasou
alessandro_kd,joaodomenech
RioAiruma,Danicarlasou
ESm972,Wallcostajf
baboes69,goncalves273
alessandro_kd,cesarcalejon1
p_paula11,JoaquinTeixeira
alessandro_kd,EdsonFilho74
Cf70Cristina,lazarorosa25
comradechoice,DielNascimento4
SOS_FFAA_2023,Suzano_info
LuizJeffersonD7,vanete_araujo
Ja_nemel,_Janoninho
p_paula11,FelipZimmer
viana_lapolli,BrunoCalixto22
paulofs2002,Danicarlasou
donattinha,Danicarlasou
p_paula11,Suzano_info
Sr_nulo,nadiaprado7
p_paula11,MauricioCostaRS
paulofs2002,marcoaurelio969
comradechoice,CornetaCritica
AmandaJ96739672,RozanaFranco
aurinetelemos,Suzano_info
luisalv010474,joaodomenech
RioAiruma,Wallcostajf
juli13_julio,Danicarlasou
mrslazzie,lazarorosa25
alessandro_kd,_Janoninho
Revival25370852,BaraoFarias
alessandro_kd,RonnyCombate
luisalv010474,OBrizolulista
simonebaldo1,Wallcostajf
liberdadeaopovo,MauricioCostaRS
ESm972,joaovoltou
mrslazzie,claudiofalatudo
alessandro_kd,CarlosS48442375
RioAiruma,aro_marcia
PraianoLUIZH,JoaquinTeixeira
Alexand94097183,UdaJuris2022
diego_canabarro,MauricioCostaRS
Murilr85652911,MrochaNysoft
RodrigoCVieir,BrunoCalixto22
luisalv010474,M_Cristian18
SoyAlineBatista,cassiooliveir_
alessandro_kd,M_Cristian18
Murilr85652911,EntregadorDeGas
luisalv010474,CarlosS48442375
diego_canabarro,JoaquinTeixeira
SoyAlineBatista,joaodomenech
SOS_FFAA_2023,GleissonOpus
RioAiruma,AppelLuciano
luisalv010474,lucivaniasousa
RioAiruma,Claudio25924351
AstralSandro,nordestinanews
RioAiruma,AspasDireita
SoyAlineBatista,joaodomenech
luisalv010474,winsletpaulson
lohanasantos90,lazarorosa25
SoyAlineBatista,joaodomenech
RioAiruma,Tio_Mou
SoyAlineBatista,OBrizolulista
mrslazzie,joaodomenech
simonebaldo1,KaiolOof
Murilr85652911,NikoIasFerreira
viana_lapolli,Wallcostajf
lohanasantos90,claudiofalatudo
mariareginagri2,AppelLuciano
flavio_bem,cervejadgarrafa
sa_carlos,buarqueana13
Junior19681995,Fiuzafirmao2
flavio_bem,claudiofalatudo
sa_carlos,_Janoninho
luisalv010474,adamoantonioni
alexcarv72,aro_marcia
lohanasantos90,MarcelaSaraivas
sa_carlos,EdsonFilho74
flavio_bem,DREEZ_171
SoyAlineBatista,CornetaCritica
sa_carlos,cesarcalejon1
flavio_bem,MarcelaSaraivas
flavio_bem,euailze
lohanasantos90,joaodomenech
sa_carlos,_Janoninho
zelatorre,joaodomenech
mrslazzie,EdsonFilho74
flavio_bem,joaodomenech
Luizcar20598106,_Janoninho
zelatorre,lazarorosa25
HelenaL78714032,IvairSouza4
zelatorre,joaodomenech
SoyAlineBatista,CarlosS48442375
flavio_bem,EdsonFilho74
zelatorre,joaodomenech
Sr_nulo,DREEZ_171
zelatorre,lolaescreva
luisalv010474,kelvin_a10
zelatorre,_Janoninho
mrslazzie,DielNascimento4
flavio_bem,cesarcalejon1
zelatorre,_Janoninho
HelenaL78714032,aro_marcia
zelatorre,_Janoninho
luisalv010474,winsletpaulson
Sergio26583231,Luisoli21929060
flavio_bem,buarqueana13
SoyAlineBatista,JosDonizettiVi3
zelatorre,_Janoninho
flavio_bem,nadiaprado7
viana_lapolli,MarloneBHMG
viana_lapolli,John_N4varro
SoyAlineBatista,kelvin_a10
zelatorre,_Janoninho
sa_carlos,joaodomenech
luisalv010474,MarcianoBrito13
zelatorre,cervejadgarrafa
jean_c_d_,Suzano_info
SoyAlineBatista,AngelJones_13
zelatorre,cesarcalejon1
LuSaporiBrasil,JoaquinTeixeira
bysincerona,Solphis_chan
ElaineC27682379,claudiofalatudo
clarahcantunes,aro_marcia
bluiz2010,JoaquinTeixeira
luisalv010474,oicram2016
marioasouza72,marcosaraujjoo
SoyAlineBatista,winsletpaulson
LuSaporiBrasil,Elainnefaria1
Sergio26583231,gabrielpaulo221
gleyseviana_,_Janoninho
MassisanaLima,marcoaurelio969
viana_lapolli,CinthiaMagal
mrslazzie,joaodomenech
leandrocozer,marcoaurelio969
MassisanaLima,martinha17_
DantesHell8,JoaquinTeixeira
SoyAlineBatista,CrisSilvaSJC
mrslazzie,CrisSilvaSJC
leandrocozer,um_forte
PatGouveiataoky,MauricioCostaRS
mrslazzie,CornetaCritica
SoyAlineBatista,CornetaCritica
PatGouveiataoky,Suzano_info
ReginaLucia,FelipZimmer
mrslazzie,_Janoninho
viana_lapolli,vanzuty
SoyAlineBatista,OBrizolulista
viana_lapolli,nirlamarques
PatGouveiataoky,JoaquinTeixeira
SoyAlineBatista,joaodomenech
AstralColina,MeirocaSoares
Raquelperess22,Suzano_info
bysincerona,claudiofalatudo
Victori23822248,buarqueana13
AstralColina,Luciana33877651
PatGouveiataoky,John_N4varro
PatGouveiataoky,FelipZimmer
leandrocozer,BrunoCalixto22
Raquelperess22,BrunoCalixto22
bysincerona,OBrizolulista
viana_lapolli,Andrisa01
leandrocozer,Suzano_info
VambertoQueiroz,JoaquinTeixeira
Murilr85652911,aro_marcia
leandrocozer,Elainnefaria1
AlexFBar,DCDM115
viana_lapolli,_winston_br
bysincerona,lucivaniasousa
viana_lapolli,AppelLuciano
elizsoares,MarcelaSaraivas
SoyAlineBatista,oicram2016
joaodomenech,lazarorosa25
bysincerona,joaodomenech
MARISAO82607508,UdaJuris2022
leandrocozer,JoaquinTeixeira
elizsoares,cesarcalejon1
PatGouveiataoky,vanete_araujo
bysincerona,kelvin_a10
PatGouveiataoky,jeje_cricri
elizsoares,lolaescreva
elizsoares,nadiaprado7
viana_lapolli,joaovoltou
Victori23822248,nordestinanews
PatGouveiataoky,lira9344529
bysincerona,carloscamargo
IsabelMRVeiga1,Suzano_info
luisalv010474,rsafllics
MarioZocc,_Janoninho
ElaineC27682379,marcosaraujjoo
Cf70Cristina,marcosaraujjoo
Cf70Cristina,marcosaraujjoo
elizsoares,daniduncan
luisalv010474,joaodomenech
elizsoares,DREEZ_171
PatGouveiataoky,goncalves273
Cf70Cristina,marcosaraujjoo
Cf70Cristina,marcosaraujjoo
PatGouveiataoky,marcoaurelio969
Raquelperess22,Suzano_info
elizsoares,cervejadgarrafa
elizsoares,euailze
carlosrafer,_Janoninho
elizsoares,EdsonFilho74
Raquelperess22,WillianWillCG
milemile2022,lazarorosa25
Antonio72990641,vanzuty
joaodomenech,MarcianoBrito13
acaciaguerra_,JoaquinTeixeira
IsabelMRVeiga1,CinthiaMagal
PatGouveiataoky,Lindasod
acaciaguerra_,MauricioCostaRS
PatGouveiataoky,marcoaurelio969
Raquelperess22,lugubremonotomo
Alexand94097183,_winston_br
luisalv010474,CornetaCritica
Alexand94097183,GabryelyOlivei1
IsabelMRVeiga1,Wallcostajf
roberto14874577,FelipZimmer
luisalv010474,OBrizolulista
SoyAlineBatista,CrisSilvaSJC
AndreiaPatroci2,OBrizolulista
luisalv010474,joaodomenech
KarinaBraganca,MauricioCostaRS
Alexand94097183,paula1998_22
KarinaBraganca,Suzano_info
Eliza_amorim31,Danicarlasou
FCLantaller,MauricioCostaRS
elizsoares,buarqueana13
luisalv010474,ElzaAugusta
PatGouveiataoky,Tio_Mou
Eliza_amorim31,Kaiqueporto32
Dan_SK,_Janoninho
luisalv010474,_Janoninho
KarinaBraganca,Wallcostajf
elizsoares,joaodomenech
ConsultorOttoni,Danicarlasou
PatGouveiataoky,linapaulaqueir1
elizsoares,joaodomenech
FCLantaller,vanete_araujo
viana_lapolli,HelenaMeis
Eliza_amorim31,Luisoli21929060
adalber02600587,BrunoCalixto22
FCLantaller,CinthiaMagal
luisalv010474,SamuraiChines
PatGouveiataoky,vanzuty
PatGouveiataoky,MarloneBHMG
elizsoares,marcosaraujjoo
Robson_Cucco,marcoaurelio969
ohjuel,MauricioCostaRS
carlosmouramelo,joaodomenech
ReginaLucia,DCDM115
elizsoares,joaodomenech
PatGouveiataoky,Wagner_R_O
elizsoares,marcosaraujjoo
elizsoares,CarlosS48442375
PatGouveiataoky,AppelLuciano
elizsoares,cassiooliveir_
ReginaLucia,aro_marcia
ElaineC27682379,marcosaraujjoo
juracema_de,_Janoninho
viana_lapolli,AspasDireita
RacylleThainna,Kaiqueporto32
viana_lapolli,gabrielpaulo221
KarinaBraganca,mmichelemartins
elizsoares,adamoantonioni
AstralSandro,_Janoninho
viana_lapolli,goncalves273
OliveiraVeri,marcosaraujjoo
pacato13760420,_Janoninho
ReginaLucia,Luisoli21929060
luisalv010474,giordano_girl
DireitaForte21,MauricioCostaRS
Simone_only,cpavanini
luisalv010474,MarcianoBrito13
ReginaLucia,GleissonOpus
DireitaForte21,JoaquinTeixeira
adsrocha6,_Janoninho
mal_contado,Tio_Mou
Victori23822248,marcosaraujjoo
SoyAlineBatista,didizinhailha
ReginaLucia,LueltonB
SoyAlineBatista,OBrizolulista
Victori23822248,cervejadgarrafa
ReginaLucia,marcoaurelio969
elizsoares,CrisSilvaSJC
SoyAlineBatista,Dan_SK
elizsoares,M_Cristian18
EdsonMa42614543,GabrielNerger
AstralSandro,_Janoninho
ValerioWaldir22,FelipZimmer
PatGouveiataoky,EMorengueira
ValerioWaldir22,JoaquinTeixeira
elizsoares,oicram2016
ValerioWaldir22,CinthiaMagal
PatGouveiataoky,joaovoltou
ValerioWaldir22,Suzano_info
ValerioWaldir22,Elainnefaria1
elizsoares,AngelJones_13
viana_lapolli,MeirocaSoares
PatGouveiataoky,Paulo_Dupont
elizsoares,ElzaAugusta
carlosmouramelo,joaodomenech
elizsoares,winsletpaulson
ValerioWaldir22,Danicarlasou
elizsoares,CrisSilvaSJC
OliveiraVeri,claudiofalatudo
elizsoares,CornetaCritica
elizsoares,MarcianoBrito13
Daniela22338341,DREEZ_171
Daniela22338341,euailze
Victori23822248,MarcelaSaraivas
Daniela22338341,joaodomenech
mirllaborgees,NikoIasFerreira
elizsoares,OBrizolulista
Daniela22338341,MarcelaSaraivas
Daniela22338341,marcosaraujjoo
elizsoares,zurenemanique
netoguerraaa,MauricioCostaRS
tianepps,Kaiqueporto32
Victori23822248,cesarcalejon1
tianepps,BrunoCalixto22
Victori23822248,DREEZ_171
elizsoares,MarcianoBrito13
tianepps,CinthiaMagal
viana_lapolli,aro_marcia
netoguerraaa,Danicarlasou
OliveiraVeri,carloscamargo
OliveiraVeri,kelvin_a10
OliveiraVeri,Solphis_chan
mirllaborgees,Suzano_info
netoguerraaa,JoaquinTeixeira
AstralSandro,_Janoninho
Victori23822248,DielNascimento4
HGamepas,goncalves273
Mamarjl,claudiofalatudo
winsletpaulson,claudiofalatudo
cristinacosta22,MauricioCostaRS
EveMirante,lazarorosa25
EveMirante,cesarcalejon1
KarinaBraganca,lugubremonotomo
SoyAlineBatista,MDu2022
viana_lapolli,AlvesContabeis
EveMirante,claudiofalatudo
joao_marcos35,Claudinhaura
tianepps,MauricioCostaRS
EveMirante,daniduncan
ThassyOliv3ira,Lano_iss
netoguerraaa,Elainnefaria1
Sr_nulo,CarlosS48442375
viana_lapolli,FelipeFrazaorj
EveMirante,MarcelaSaraivas
OliveiraVeri,OBrizolulista
clarahcantunes,vanzuty
joao_marcos35,Na_Kamache
fbarbosarjbr,Elainnefaria1
ElioJun68055097,MauricioCostaRS
SoyAlineBatista,joaodomenech
KarinaBraganca,vanzuty
netoguerraaa,KaiolOof
fbarbosarjbr,Suzano_info
netoguerraaa,vanete_araujo
rooseveltribam3,joaodomenech
elizsoares,Dan_SK
ElioJun68055097,Danicarlasou
fbarbosarjbr,Lindasod
elizsoares,TiciaEvans
Cf70Cristina,cesarcalejon1
elizsoares,MarcianoBrito13
NoemarioM,MauricioCostaRS
CarlosDrum9,CinthiaMagal
AnaPaul00036619,Danicarlasou
alexsan80192858,Elainnefaria1
AnaPaul00036619,Suzano_info
elizsoares,giordano_girl
rooseveltribam3,CarlosS48442375
elizsoares,joaodomenech
tatianemarceli6,_Janoninho
elizsoares,joaodomenech
ClaupriP,PolticaDVerdade
CLAUDIALARANJA,Danicarlasou
gjlbrothers,Danicarlasou
ALDOBELLELI,lira9344529
ElioJun68055097,FelipZimmer
MarciaDoCarmoM1,lucivaniasousa
SoyAlineBatista,buarqueana13
IsoldaCerqueira,lazarorosa25
viana_lapolli,camilapa21
LevyAlbuquerqu2,_Janoninho
viana_lapolli,PatriaAmada0709
RoogirRa,BrunoCalixto22
tatianemarceli6,_Janoninho
Fernanda83BR,Kaiqueporto32
TerereTradicao,linapaulaqueir1
RubertoRocci,Luisoli21929060
RubertoRocci,CinthiaMagal
CarlosDrum9,Wallcostajf
RubertoRocci,UdaJuris2022
willians_caires,Wallcostajf
ElioJun68055097,Wallcostajf
OriettaDo,Danicarlasou
VidorLu,MarcelaSaraivas
RoogirRa,Wallcostajf
Jul1Buss,Suzano_info
gjlbrothers,Wallcostajf
VidorLu,lazarorosa25
TerereTradicao,Wagner_R_O
VidorLu,cesarcalejon1
Feliped82375579,joaodomenech
OriettaDo,Suzano_info
Robson_Cucco,Suzano_info
ElioJun68055097,GleissonOpus
adilsonmz,_Janoninho
elizsoares,_Janoninho
VidorLu,marcosaraujjoo
SoyAlineBatista,joaodomenech
VidorLu,cervejadgarrafa
VidorLu,_Janoninho
RoogirRa,GleissonOpus
ElioJun68055097,WillianWillCG
VidorLu,claudiofalatudo
VidorLu,_Janoninho
mukinha_samu3l,MauricioCostaRS
VidorLu,buarqueana13
mauricioprimo11,lira9344529
NoemarioM,HelenaMeis
Rodrigorangel85,JoaquinTeixeira
VidorLu,_Janoninho
adilsonmz,velhodoriorj
VidorLu,DREEZ_171
Pitchucky,lucivaniasousa
animations_sign,Danicarlasou
WolmerMonik,BrunoCalixto22
VidorLu,daniduncan
Rodrigorangel85,MauricioCostaRS
VidorLu,joaodomenech
RoogirRa,Claudio25924351
WolmerMonik,Danicarlasou
isaaclevyneto,Fiuzafirmao2
ailtoncasares1,_Janoninho
VidorLu,_Janoninho
VidorLu,_Janoninho
VidorLu,joaodomenech
dudinhazinhaq,DREEZ_171
VidorLu,euailze
edcar1811,Henriq3581
VidorLu,EdsonFilho74
Ja_nemel,_Janoninho
VidorLu,_Janoninho
dudinhazinhaq,cervejadgarrafa
Jul1Buss,Sampafalke
OriettaDo,John_N4varro
davidyagi,Kaiqueporto32
VidorLu,joaodomenech
dudinhazinhaq,daniduncan
dudinhazinhaq,joaodomenech
VidorLu,_Janoninho
VidorLu,joaodomenech
VidorLu,velhodoriorj
VidorLu,cassiooliveir_
millemoreira,MauricioCostaRS
VidorLu,MarcianoBrito13
Cleidedpaula,lidiacorrea20
suelybianor,kelvin_a10
CarlosDrum9,Wagner_R_O
VidorLu,joaodomenech
dudinhazinhaq,marcosaraujjoo
CarlosDrum9,izaiaasp
dudinhazinhaq,lucivaniasousa
S2Angel1234,Danicarlasou
LeloCamargo1,JoaquinTeixeira
VidorLu,DielNascimento4
VidorLu,_Janoninho
dudinhazinhaq,kelvin_a10
VidorLu,M_Cristian18
ailtoncasares1,_Janoninho
VidorLu,_Janoninho
VidorLu,CrisSilvaSJC
VidorLu,joaodomenech
SoyAlineBatista,adamoantonioni
VidorLu,marcosaraujjoo
VidorLu,AngelJones_13
WolmerMonik,Kaiqueporto32
VidorLu,fonncllau10
CEspindolla,MauricioCostaRS
VidorLu,_Janoninho
Ericajgg,JoaquinTeixeira
VidorLu,RonnyCombate
Ja_nemel,_Janoninho
SoyAlineBatista,jamlima77
VidorLu,CarlosS48442375
VidorLu,joaodomenech
VidorLu,lolaescreva
lucas33074852,MarcelaSaraivas
VidorLu,joaodomenech
VidorLu,joaodomenech
lucas33074852,DREEZ_171
VidorLu,zurenemanique
lucas33074852,claudiofalatudo
VidorLu,joaodomenech
VidorLu,joaodomenech
Tatiana73985584,cervejadgarrafa
AnaPaul00036619,izaiaasp
CinaraPereira7,Elainnefaria1
VidorLu,OBrizolulista
PatGouveiataoky,evandrosjc1
VidorLu,adamoantonioni
VidorLu,_Janoninho
VidorLu,queenvermelha13
VidorLu,kelvin_a10
newswordbrazil,DCDM115
VidorLu,lucivaniasousa
VidorLu,marcosaraujjoo
VidorLu,rsafllics
VidorLu,rsafllics
WolmerMonik,JoaquinTeixeira
VidorLu,winsletpaulson
boapauta,CinthiaMagal
VidorLu,oicram2016
netoguerraaa,MeirocaSoares
SapoBoidas12,Kaiqueporto32
Rodrigo80547582,CinthiaMagal
VidorLu,winsletpaulson
VidorLu,Solphis_chan
netoguerraaa,PatriaAmada0709
VidorLu,joaodomenech
VidorLu,CornetaCritica
elvisgopr,Danicarlasou
lucas33074852,cervejadgarrafa
Ericajgg,UdaJuris2022
VidorLu,OBrizolulista
VidorLu,OBrizolulista
elvisgopr,Kaiqueporto32
DannyOrmelli,FelipZimmer
VidorLu,giordano_girl
newswordbrazil,aro_marcia
SoyAlineBatista,eliiwelton
Cristia46974199,_Janoninho
adrydepaula,MarloneBHMG
VidorLu,JosDonizettiVi3
lucas33074852,euailze
DannyOrmelli,Suzano_info
VidorLu,ElzaAugusta
Ericajgg,psy_fps
VidorLu,MarcianoBrito13
VidorLu,didizinhailha
VidorLu,MarcianoBrito13
Ericajgg,vanete_araujo
VidorLu,CarlucciMurilo
VidorLu,Dan_SK
paulorgdiniz,JoaquinTeixeira
paulorgdiniz,Danicarlasou
VidorLu,TiciaEvans
VidorLu,elianeespindo14
VidorLu,LulaSilvaLivre
mary_joy_morais,EdsonFilho74
VidorLu,MarcianoBrito13
davidyagi,PauloRo67507775
VidorLu,joaodomenech
PatGouveiataoky,Sampafalke
VidorLu,CornetaCritica
SapoBoidas12,CinthiaMagal
boapauta,vanete_araujo
PatGouveiataoky,PauloRo67507775
AntoniadePaula7,_Janoninho
Ericajgg,gabrielpaulo221
newswordbrazil,goncalves273
AntoniadePaula7,_Janoninho
PraianoLUIZH,lugubremonotomo
itmekamila,DREEZ_171
itmekamila,daniduncan
WolmerMonik,John_N4varro
newswordbrazil,Karinegtoledo
itmekamila,cervejadgarrafa
Luizcar20598106,kelvin_a10
itmekamila,euailze
itmekamila,joaodomenech
Elizabe00128079,John_N4varro
adilsonmz,_Janoninho
juracema_de,_Janoninho
itmekamila,EdsonFilho74
_aaaaalves_,DREEZ_171
itmekamila,cesarcalejon1
itmekamila,buarqueana13
TerereTradicao,joaovoltou
itmekamila,DielNascimento4
_aaaaalves_,buarqueana13
itmekamila,_Janoninho
itmekamila,_Janoninho
newswordbrazil,Claudio25924351
PraianoLUIZH,aro_marcia
itmekamila,RonnyCombate
mary_joy_morais,RonnyCombate
SapoBoidas12,KaiolOof
_aaaaalves_,euailze
_aaaaalves_,EdsonFilho74
SapoBoidas12,Elainnefaria1
elvisgopr,belcrischagas
SapoBoidas12,gabrielpaulo221
_aaaaalves_,DielNascimento4
Cf70Cristina,marcosaraujjoo
Feliped82375579,EdsonFilho74
elvisgopr,PatriaAmada0709
carlosmouramelo,joaodomenech
WolmerMonik,lugubremonotomo
millemoreira,JoaquinTeixeira
aquino1976,cervejadgarrafa
aquino1976,DREEZ_171
aquino1976,daniduncan
Elizabe00128079,gabrielpaulo221
MariaCeciliaSM3,JoaquinTeixeira
Ewerton19771,JoaquinTeixeira
Estel4rBR,JoaquinTeixeira
Tatiana73985584,DREEZ_171
IsoldaCerqueira,joaodomenech
Tatiana73985584,claudiofalatudo
edvaldo_fonseca,cesarcalejon1
Tatiana73985584,daniduncan
Tatiana73985584,_Janoninho
Tatiana73985584,MarcelaSaraivas
Tatiana73985584,joaodomenech
WolmerMonik,AlvesContabeis
edvaldo_fonseca,CarlosS48442375
Tatiana73985584,euailze
Tatiana73985584,EdsonFilho74
Tatiana73985584,buarqueana13
edvaldo_fonseca,marcosaraujjoo
edvaldo_fonseca,DREEZ_171
Tatiana73985584,cesarcalejon1
S2Angel1234,aro_marcia
SapoBoidas12,GleissonOpus
edvaldo_fonseca,claudiofalatudo
Tatiana73985584,DielNascimento4
SapoBoidas12,olordsnow
Tatiana73985584,marcosaraujjoo
edvaldo_fonseca,MarcelaSaraivas
Tatiana73985584,joaodomenech
Tatiana73985584,cassiooliveir_
Tatiana73985584,CarlosS48442375
S2Angel1234,BrunoCalixto22
terezajunquilh2,lazarorosa25
edvaldo_fonseca,euailze
itmekamila,adamoantonioni
_RuthMartins,UdaJuris2022
WolmerMonik,Wagner_R_O
itmekamila,CrisSilvaSJC
S2Angel1234,vanete_araujo
edvaldo_fonseca,joaodomenech
WolmerMonik,marianelazaro
edvaldo_fonseca,EdsonFilho74
Tatiana73985584,marcosaraujjoo
Tatiana73985584,CrisSilvaSJC
alexbrselva,FelipZimmer
Tatiana73985584,joaodomenech
Tatiana73985584,CornetaCritica
edvaldo_fonseca,buarqueana13
Tatiana73985584,adamoantonioni
Tatiana73985584,OBrizolulista
VernicaQuadro10,_Janoninho
Tatiana73985584,M_Cristian18
edvaldo_fonseca,kelvin_a10
Tatiana73985584,OBrizolulista
S2Angel1234,MarloneBHMG
MarciaDoCarmoM1,queenvermelha13
edvaldo_fonseca,DielNascimento4
edvaldo_fonseca,nadiaprado7
edvaldo_fonseca,joaodomenech
SoyAlineBatista,joaodomenech
mary_joy_morais,queenvermelha13
MarciaDoCarmoM1,mharcu_
wagnerlbc,BrunoCalixto22
SoyAlineBatista,RicardaBatista
edvaldo_fonseca,RonnyCombate
Corrreea123,buarqueana13
rd12493055,_Janoninho
MarceloASCWB,JoaquinTeixeira
SoyAlineBatista,_Janoninho
Corrreea123,danielmarks17
edvaldo_fonseca,joaodomenech
babyceara,Kaiqueporto32
PatGouveiataoky,maxcilenealves4
MarciaDoCarmoM1,ZellFlorizel
edvaldo_fonseca,joaodomenech
edvaldo_fonseca,lolaescreva
rosielepamela1,joaodomenech
Feliped82375579,joaodomenech
edvaldo_fonseca,adamoantonioni
TerereTradicao,Andrisa01
carlosymzk,JoaquinTeixeira
rosenilda_sutil,MauricioCostaRS
edvaldo_fonseca,LucianaMSSanch1
Fabola07797913,_Janoninho
edvaldo_fonseca,OBrizolulista
babyceara,MauricioCostaRS
PatGouveiataoky,RejaneBP38
rd12493055,_Janoninho
carlosymzk,FelipZimmer
Corrreea123,winsletpaulson
PatGouveiataoky,Amoresvidafeliz
MILIANC6,Suzano_info
wagnerlbc,UdaJuris2022
rd12493055,_Janoninho
Feliped82375579,zurenemanique
wagnerlbc,aro_marcia
Elianadiniz85,JoaquinTeixeira
rd12493055,_Janoninho
MarcusM28711650,DCDM115
rd12493055,cesarcalejon1
carlosymzk,goncalves273
Cleidedpaula,buarqueana13
Elianadiniz85,Elainnefaria1
babyceara,Suzano_info
PatGouveiataoky,rexbonafide
PatGouveiataoky,cardoso_boni
jiranalves76,JoaquinTeixeira
Elianadiniz85,Luisoli21929060
Elianadiniz85,CinthiaMagal
_PebblesF,cassiooliveir_
Elianadiniz85,UdaJuris2022
babyceara,John_N4varro
Valdete51335983,Luisoli21929060
_PebblesF,adamoantonioni
Elianadiniz85,Lindasod
Valdete51335983,Kaiqueporto32
IvanMor44139289,BrunoCalixto22
MarabesiLeila,Elainnefaria1
PatGouveiataoky,sueli06832725
